1.00,0.50
0.90,0.55
0.50,0.55
0.30,0.75
0.20,0.75
0.40,0.55
0.00,0.55
0.00,0.45
0.40,0.45
0.20,0.25
0.30,0.25
0.50,0.45
0.90,0.45
